timestamp,cpu_percent,cpu_freq,mem_usage,net_sent,net_recv,energy_j,cpu_deriv,mem_deriv
2025-05-09 14:06:56,1.0093662973154105,2601.706,6.724715490618727,17415985014,23429192144,,,
2025-05-09 14:06:57,1.015661844483642,2601.706,6.72569497763294,17520168066,23569217450,1.2316348109395725,0.006295547168231552,0.0009794870142130208
2025-05-09 14:06:58,1.0218510032766244,2601.706,6.72569497763294,17618119234,23700995072,1.2351381811739586,0.006189158792982319,0.0
2025-05-09 14:06:59,1.027649639309916,2601.706,6.724715490618727,17723506570,23842568408,1.2414806884603073,0.00579863603329156,-0.0009794870142130208
2025-05-09 14:07:00,1.0338374387301337,2601.706,6.724715490618727,17838729804,23997617978,1.2487621411964815,0.006187799420217743,0.0
2025-05-09 14:07:01,1.0400146248881807,2601.706,6.72569497763294,17956704228,24156424598,1.2543743038632034,0.006177186158047077,0.0009794870142130208
2025-05-09 14:07:02,1.0461362241296666,2601.706,6.724715490618727,18075042372,24315661862,1.2593314299161078,0.006121599241485809,-0.0009794870142130208
2025-05-09 14:07:03,1.052307085926788,2601.706,6.724715490618727,18192891152,24474164906,1.264145760953805,0.006170861797121452,0.0
2025-05-09 14:07:05,1.0583339483671734,2601.706,6.724715490618727,18307383764,24628109564,1.2681757955061133,0.0060268624403854165,0.0
2025-05-09 14:07:06,1.0647178900142296,2601.706,6.72569497763294,18423963160,24784956836,1.2738014783640423,0.006383941647056135,0.0009794870142130208
2025-05-09 14:07:07,1.070809581349267,2601.706,6.724715490618727,18541079462,24942436086,1.2787721300917885,0.006091691335037508,-0.0009794870142130208
2025-05-09 14:07:08,1.0770046128915574,2601.706,6.72569497763294,18670288442,25116580914,1.2866235706659048,0.006195031542290286,0.0009794870142130208
2025-05-09 14:07:09,1.0831676333878095,2601.706,6.726674464647155,18798331224,25288914062,1.291275789003191,0.0061630204962521695,0.0009794870142147971
2025-05-09 14:07:10,1.0892560592757838,2601.706,6.724715490618727,18918678852,25450827652,1.2942958790330015,0.006088425887974314,-0.001958974028427818
2025-05-09 14:07:11,1.095366360963268,2601.706,6.724715490618727,19041966820,25616416582,1.2998456883829888,0.006110301687484165,0.0
2025-05-09 14:07:12,1.101616995282192,2601.706,6.724715490618727,19170553228,25789513654,1.306126854038128,0.00625063431892392,0.0
2025-05-09 14:07:13,1.1078861453189994,2601.706,6.724715490618727,19298591120,25961931970,1.3110194468675742,0.006269150036807503,0.0
2025-05-09 14:07:14,1.113989163994559,2601.706,6.724715490618727,19422003540,26127823450,1.3147866310080218,0.006103018675559513,0.0
2025-05-09 14:07:15,1.1201563260760545,2601.706,6.724715490618727,19549925770,26299384528,1.3207383014732181,0.006167162081495592,0.0
2025-05-09 14:07:16,1.1262245461122964,2601.706,6.724715490618727,19676373090,26469408262,1.3252916521022118,0.006068220036241856,0.0
2025-05-09 14:07:17,1.1324323546622674,2601.706,6.72569497763294,19802839614,26640220204,1.3303582298824728,0.00620780854997105,0.0009794870142130208
2025-05-09 14:07:18,1.138598292312881,2601.706,6.724715490618727,19926728564,26806853500,1.3345957682626794,0.006165937650613573,-0.0009794870142130208
2025-05-09 14:07:19,1.1447913612289595,2601.706,6.724715490618727,20050320928,26972748802,1.339446765395542,0.006193068916078515,0.0
2025-05-09 14:07:20,1.1509513608432373,2601.706,6.724715490618727,20176480964,27142650352,1.3450321570869646,0.006159999614277822,0.0
2025-05-09 14:07:21,1.157041074145604,2601.706,6.724715490618727,20297076854,27304780348,1.348570357728858,0.006089713302366739,0.0
2025-05-09 14:07:22,1.1631788034266863,2601.706,6.72569497763294,20423711848,27475525148,1.354965521694008,0.006137729281082249,0.0009794870142130208
2025-05-09 14:07:23,1.1693239432638391,2601.706,6.724715490618727,20550725128,27646097384,1.3598826160234458,0.006145139837152813,-0.0009794870142130208
2025-05-09 14:07:24,1.175660717254003,2601.706,6.724715490618727,20679738978,27819624604,1.365447590615577,0.0063367739901638576,0.0
2025-05-09 14:07:25,1.1818637780981953,2601.706,6.724715490618727,20797339074,27978123632,1.3677658446909309,0.00620306084419231,0.0
2025-05-09 14:07:26,1.188053597267011,2601.706,6.724715490618727,20912814354,28133551388,1.3721980912259835,0.006189819168815669,0.0
2025-05-09 14:07:27,1.19421945555319,2601.706,6.724715490618727,21024628940,28283799272,1.3762467212549265,0.0061658582861789935,0.0
2025-05-09 14:07:28,1.2002348193223862,2601.706,6.724715490618727,21147551188,28448892170,1.3836542798702836,0.0060153637691962025,0.0
2025-05-09 14:07:29,1.2063289838447622,2601.706,6.72569497763294,21273270850,28618659620,1.3892963978284683,0.006094164522375989,0.0009794870142130208
2025-05-09 14:07:30,1.2124979128838909,2601.706,6.724715490618727,21402302276,28792187468,1.3949191675194872,0.00616892903912869,-0.0009794870142130208
2025-05-09 14:07:31,1.2187480277925025,2601.706,6.724715490618727,21529308560,28962441834,1.3993893970463767,0.006250114908611604,0.0
2025-05-09 14:07:32,1.2248049846768492,2601.706,6.724715490618727,21648390326,29123040390,1.402476929753854,0.006056956884346709,0.0
2025-05-09 14:07:33,1.230905953476011,2601.706,6.724715490618727,21776789932,29295705372,1.4094961313931833,0.006100968799161777,0.0
2025-05-09 14:07:34,1.2370693925860612,2601.706,6.724715490618727,21895926672,29456304180,1.4122939786812236,0.0061634391100502395,0.0
2025-05-09 14:07:35,1.243290705689782,2601.706,6.724715490618727,22011402684,29611594920,1.4163741495642002,0.00622131310372076,0.0
2025-05-09 14:07:36,1.2494191769370075,2601.706,6.724715490618727,22127605614,29768005914,1.4214616437619807,0.0061284712472255976,0.0
2025-05-09 14:07:37,1.255515706431419,2601.706,6.724715490618727,22243201328,29923184220,1.4261548769575099,0.006096529494411529,0.0
2025-05-09 14:07:38,1.2617131985317056,2601.706,6.724715490618727,22364716010,30086979798,1.4325664946377392,0.006197492100286528,0.0
2025-05-09 14:07:39,1.2678443101236054,2601.706,6.724715490618727,22480124604,30242157366,1.435998974111259,0.006131111591899829,0.0
2025-05-09 14:07:40,1.2740965958286863,2601.706,6.724715490618727,22603540252,30408112196,1.4428792342753236,0.006252285705080851,0.0
